mlb_id,mlb_name,bp_id,fangraphs,fg_RE24,bp_ERA,bp_FIP,fg_xFIP,bp_cFIP,bp_DRA,fg_SIERA
457751,Evan Crawford,57757,7249,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
594828,Evan Gattis,67758,11003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
446334,Evan Longoria,52448,9368,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605359,Evan Marshall,69552,12297,8.77,2.74,2.86,2.85,88,3.89,2.5
457425,Evan Meek,48112,5109,-6.25,5.79,5.13,4.54,113,6.13,4.29
519175,Evan Reed,57618,1349,-3.16,4.18,3.75,3.87,102,5.41,3.42
519267,Evan Scribner,56759,7525,-0.28,4.63,5.99,3.2,98,4.76,2.56
501870,Everett Teaford,51094,3732,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
465784,Everth Cabrera,49628,8155,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
485567,Ezequiel Carrera,45794,9048,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
462956,Felipe Paulino,46454,3777,-14.11,11.29,8.01,5.49,123,10.69,5.2
553878,Felipe Rivero,66064,12076,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
467094,Felix Doubront,46026,1478,-19.92,5.54,5.14,4.83,121,6.26,4.84
433587,Felix Hernandez,45536,4772,32.62,2.14,2.59,2.51,69,2.6,2.5
472551,Fernando Abad,49706,4994,20.41,1.57,3.28,3.64,90,2.23,3.06
407845,Fernando Rodney,1449,494,3.86,2.85,2.86,3.14,88,4.14,2.92
451775,Fernando Rodriguez,48657,7558,2.92,1,2.94,4.97,104,-0.86,4.82
477569,Fernando Salas,48858,4971,-0.02,3.38,2.96,3.21,85,3.34,2.82
465041,Francisco Cervelli,45844,5275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
150188,Francisco Cordero,1257,1243,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434538,Francisco Liriano,38551,3201,2.9,3.38,3.56,3.4,98,4.05,3.61
501317,Francisco Peguero,50690,5496,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
506747,Francisco Pena,57096,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
408061,Francisco Rodriguez,31311,1642,8.83,3.04,4.47,2.91,94,3.56,2.58
499107,Francisley Bueno,51505,5980,-1.84,4.18,3.87,4.2,105,4.64,3.91
407911,Frank Francisco,35574,1933,-5.4,12.27,9.98,4.88,105,16.44,4.19
571057,Frank Garces,69208,13144,-0.27,2,2.99,3.36,95,3.97,2.74
497807,Frank Herrmann,51501,7960,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
593423,Frankie Montas,67243,14309,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
429711,Franklin Gutierrez,36436,3255,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
462985,Franklin Morales,48448,5088,-11.03,5.37,5.39,4.53,124,5.15,4.64
518692,Freddie Freeman,56289,5361,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
520471,Freddy Galvis,57302,6609,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
150119,Freddy Garcia,1152,1077,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430686,Freddy Guzman,45376,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
593679,Gabriel Ynoa,67451,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
459991,Gaby Sanchez,48876,3361,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
594555,Garin Cecchini,68733,11608,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434540,Garrett Jones,37650,2714,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572070,Garrett Richards,60655,9784,24.7,2.61,2.63,3.15,84,2.56,3.2
518502,Gary Brown,65859,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
596142,Gary Sanchez,68087,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
425856,Gavin Floyd,31534,3886,-0.1,2.65,3.77,3.47,103,4.03,3.54
502004,George Kontos,50087,9486,3.59,2.78,2.86,3.9,99,2.91,3.53
435459,George Kottaras,45441,5506,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430941,George Sherrill,45372,6291,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543807,George Springer,65992,12856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434567,Geovany Soto,43102,3707,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
408042,Gerald Laird,16616,1698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
467827,Gerardo Parra,49890,8553,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543037,Gerrit Cole,65957,13125,1.25,3.65,3.2,3.25,93,4.19,3.23
519317,Giancarlo Stanton,57556,4949,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
444041,Gil Velazquez,44214,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
461829,Gio Gonzalez,45529,7448,2.16,3.57,3,3.39,93,3.76,3.43
570482,Giovanny Urshela,60956,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
450282,Glen Perkins,48557,8041,2.36,3.65,3.13,3.11,77,3.48,2.62
542674,Gonzalez Germen,59935,5876,-3.77,4.75,5.54,4.12,108,5.87,3.58
493596,Gordon Beckham,58057,9015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
491676,Gorkys Hernandez,51885,4146,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
429713,Grady Sizemore,31664,2197,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453232,Graham Godfrey,56353,3128,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
346797,Grant Balfour,16715,718,-4.47,4.91,3.98,4.49,109,4.15,4.41
594795,Grant Dayton,67738,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
502205,Grant Green,59285,10053,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543204,Grayson Garvin,70774,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
457566,Greg Burke,51979,6282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
425785,Greg Dobbs,31674,2158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
594824,Greg Garcia,67754,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
518813,Greg Holland,57708,7196,15.22,1.44,1.86,2.1,61,1.81,1.77
453923,Gregor Blanco,31340,3123,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
463610,Gregorio Petit,48591,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
570256,Gregory Polanco,66245,12907,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457517,Guilder Rodriguez,48603,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
425565,Guillermo Quiroz,31637,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
534576,Gus Schlosser,69149,12321,-11.01,7.64,4.86,5.09,119,6.76,4.97
573349,Hak-Ju Lee,60581,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
474233,Hank Conger,49755,2505,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434670,Hanley Ramirez,31724,8001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
570663,Hansel Robles,66336,11801,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
593643,Hanser Alberto,67418,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
425514,Heath Bell,31497,2080,-6.83,7.27,4.6,4.68,111,7.98,3.58
592390,Heath Hembree,67011,11632,-0.76,4.5,4.76,5.41,109,5.79,5.15
459932,Hector Ambriz,52005,559,-1.31,4.5,5.1,6.37,107,7.55,7.16
430591,Hector Gimenez,36019,2172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
467143,Hector Gomez,49856,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
593576,Hector Neris,67355,11804,0.42,0,1.1,2.37,100,1.58,1.4
456051,Hector Noesi,52416,3292,-13.31,4.75,4.85,4.29,120,4.57,4.34
444468,Hector Rondon,52251,2391,5.03,2.42,2.23,2.81,85,2.31,2.6
516949,Hector Sanchez,56734,10289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502327,Hector Santiago,56742,4026,-3.55,3.75,4.31,4.57,113,4.79,4.38
506693,Henderson Alvarez,55886,5669,17.93,2.65,3.55,3.57,106,3.94,3.7
469159,Henry Alberto Rodriguez,49963,6371,-1.94,10.8,10.9,11.67,118,14.32,13.21
514719,Henry Alejandro Rodriguez,56673,7983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
625329,Henry Urrutia,55317,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
541650,Hernan Perez,59021,5751,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572744,Hiram Burgos,60181,9412,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
493133,Hiroki Kuroda,38205,3283,-1.36,3.71,3.63,3.54,93,3.5,3.64
547874,Hisashi Iwakuma,37381,13048,4.86,3.52,3.28,2.85,87,3.84,2.94
456701,Homer Bailey,45612,8362,2.61,3.71,3.9,3.53,105,4.08,3.6
435062,Howie Kendrick,45437,4229,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
279827,Humberto Quintero,41401,1824,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452254,Hunter Pence,45465,8252,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519326,Hunter Strickland,57557,7836,3.98,0,0.53,1.09,86,0.63,0.77
434718,Huston Street,45588,8258,13.98,1.37,2.79,3.34,85,2.46,2.87
547943,Hyun-Jin Ryu,60787,14444,7.35,3.38,2.59,3.03,82,3.86,3.17
435622,Ian Desmond,45945,6885,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453178,Ian Kennedy,52572,6986,-4.69,3.63,3.18,3.44,95,4.27,3.47
435079,Ian Kinsler,45438,6195,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571871,Ian Krol,60611,10066,-13.11,4.96,5.21,4.08,103,6.39,3.8
456655,Ian Stewart,45480,5950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
621962,Ian Thomas,100700,13881,1.67,4.22,2.35,3.54,101,4.03,3.36
400085,Ichiro Suzuki,1184,1101,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
477195,Ike Davis,57778,8433,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
458252,Irving Falu,47508,6165,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474443,Ivan De Jesus,45862,9886,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
467100,Ivan Nova,49832,1994,-8.62,8.27,6.93,4.51,120,8.73,4.42
457918,J.A. Happ,46084,7410,-8.11,4.22,4.29,3.95,106,4.59,3.94
543776,J.B. Shuck,58670,6677,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
400268,J.C. Boscan,32953,2324,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
500724,J.C. Ramirez,51594,8302,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502110,J.D. Martinez,59275,6184,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
429666,J.J. Hardy,31369,3797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543331,J.J. Hoover,57985,9037,-11.57,4.88,4.94,3.99,104,5.21,3.34
450317,J.P. Arencibia,52678,697,0.5,0,3.16,6.84,104,1.94,7.94
434442,J.P. Howell,45541,8245,13.31,2.39,3.27,3.52,106,2.62,3.43
543242,J.R. Graham,70305,12042,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592663,J.T. Realmuto,67084,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
607054,Jace Peterson,69854,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
435219,Jack Hannahan,31742,3692,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605333,Jack Leathersich,70461,12562,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
333292,Jack Wilson,751,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
598265,Jackie Bradley Jr.,68302,12984,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519425,Jackson Williams,56974,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
594798,Jacob deGrom,67740,10954,11.91,2.69,2.64,3.03,85,3.37,3.19
545363,Jacob Turner,66008,10185,-27.84,6.13,4.13,4.05,116,5.55,4.19
453056,Jacoby Ellsbury,46027,4727,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543094,Jaff Decker,57781,7945,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
448802,Jaime Garcia,52254,8137,-0.62,4.12,3.79,2.94,90,4.07,2.85
457453,Jair Jurrjens,46186,5556,-5.33,10.61,8.03,4.21,104,10.9,3.98
446003,Jairo Asencio,49041,3332,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
545064,Jairo Diaz,60094,12774,1.38,3.18,1.92,2.99,95,2.75,2.7
453562,Jake Arrieta,52691,4153,24.31,2.53,2.23,2.73,76,2.33,2.83
594772,Jake Buchanan,67724,10962,-4.27,4.58,4.6,3.73,113,4.79,3.59
518617,Jake Diekman,55842,5003,-4,3.8,2.62,2.83,79,4.02,2.64
572827,Jake Dunning,60223,10803,-1.5,0,7.6,9.49,106,4.59,17.44
518653,Jake Elmore,57819,7290,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572876,Jake Goebbert,60906,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
571875,Jake Lamb,99963,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
545350,Jake Marisnick,66006,11339,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
459429,Jake McGee,48219,7550,20.03,1.89,1.76,2.58,60,1.81,1.98
543606,Jake Odorizzi,58507,6397,-5.24,4.13,3.78,3.9,96,4.32,3.66
408241,Jake Peavy,638,1051,2.75,3.73,4.12,4.18,109,4.36,4.11
502593,Jake Petricka,65830,10534,5.04,2.96,3.63,3.76,105,3.39,3.48
519295,Jake Smolinski,56792,5408,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543083,James Darnell,57775,9060,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571825,James Jones,60900,9767,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
425766,James Loney,31447,4556,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543510,James McCann,70317,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
457428,James McDonald,48206,5523,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572020,James Paxton,68467,11828,7.37,3.04,3.31,3.54,99,3.76,3.8
460701,James Russell,54912,4089,3.15,2.97,3.41,4.1,106,2.45,3.96
448306,James Shields,42750,7059,11.91,3.21,3.62,3.56,94,3.83,3.59
592791,Jameson Taillon,68694,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
124604,Jamey Wright,219,715,-5.59,4.35,3.44,3.8,108,3.56,3.53
457449,Jamie Romak,46514,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
454537,Jared Burton,33326,8346,2.17,4.36,4.25,4.55,106,3.31,4.16
453172,Jared Hughes,51927,9325,14.17,1.96,3.96,3.79,110,3.49,3.25
543054,Jarred Cosart,59986,10304,4.28,3.69,3.78,4.15,113,3.52,4.36
459439,Jarrett Grube,47833,7553,-2.14,13.5,22.66,4.99,105,11.12,6.87
592620,Jarrett Parker,68648,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
502481,Jarrod Dyson,50297,4866,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519105,Jarrod Parker,57744,4913,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457454,Jarrod Saltalamacchia,46714,5557,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430583,Jason Bartlett,32500,8219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
460072,Jason Berken,52053,5673,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430652,Jason Bourgeois,31700,2225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488771,Jason Castro,58831,8722,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453228,Jason Donald,51943,9331,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430630,Jason Frasor,35597,1906,2.04,2.66,3.31,3.45,93,2.9,3.19
592329,Jason Garcia,66996,12143,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
276351,Jason Grilli,17096,521,-1.97,4,3.38,3.83,94,4.04,3.28
434628,Jason Hammel,36564,4538,5.71,3.47,3.91,3.57,103,3.92,3.5
518792,Jason Heyward,57396,4940,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543401,Jason Kipnis,60007,9776,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430585,Jason Kubel,31757,2161,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
407835,Jason Lane,24,1397,2.72,0.87,3.2,3.17,104,1.81,3.33
150302,Jason Marquis,96,105,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
435400,Jason Motte,48314,5861,-7.47,4.68,6.46,4.58,115,6.32,4.25
445095,Jason Pridie,31652,4611,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434705,Jason Repko,41582,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
595386,Jason Rogers,68013,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
450306,Jason Vargas,45595,8044,7.45,3.71,3.87,4.05,99,4.09,4.14
605528,Jason Wheeler,70821,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
595879,Javier Baez,70387,12979,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
425657,Javier Lopez,16620,1663,-0.45,3.11,4.3,4.49,118,3.42,4.08
457915,Javy Guerra,47851,7407,-0.7,2.91,3.98,4.44,103,3.51,3.96
457803,Jay Bruce,47142,9892,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
593969,Jayson Aquino,67599,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
434624,Jayson Nix,40354,3790,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
150029,Jayson Werth,1020,1327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
466948,Jean Machi,38784,3220,9.05,2.58,3.4,3.37,100,2.87,3.18
516416,Jean Segura,56761,5933,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
491646,Jeanmar Gomez,51862,9033,-6.39,3.19,4.34,4.25,111,5.47,4.16
476704,Jed Lowrie,46262,4418,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
576397,Jedd Gyorko,66729,10816,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
425557,Jeff Baker,45387,2073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
542924,Jeff Beliveau,58059,8504,2.42,2.63,2.49,3.06,85,2.61,2.56
488703,Jeff Bianchi,45704,9958,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
433585,Jeff Francis,31585,4684,-3.54,5.85,4.2,3.59,99,4.22,3.37
425796,Jeff Francoeur,31345,4792,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
433898,Jeff Keppinger,37894,3856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571862,Jeff Kobernus,60607,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
502046,Jeff Locke,50102,2929,-3.99,3.91,4.34,3.9,112,4.67,4.07
453249,Jeff Manship,51950,6865,-7.87,6.65,4.1,4.91,114,5.01,4.86
425772,Jeff Mathis,31602,3448,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502188,Jeff Samardzija,50175,3254,10.32,2.99,3.2,3.07,87,3.38,3.06
457789,Jemile Weeks,58789,2498,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
516769,Jenrry Mejia,56089,8476,-6.26,3.65,3.7,3.55,97,4.79,3.39
595191,Jerad Eickhoff,68855,12664,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
450308,Jered Weaver,49127,4235,10.31,3.59,4.22,4.3,111,3.93,4.18
346793,Jeremy Affeldt,1354,583,6.91,2.28,2.83,3.23,101,3.11,2.56
425386,Jeremy Guthrie,45312,2072,-8.54,4.13,4.34,4.33,114,4.42,4.34
458550,Jeremy Hefner,53661,1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
476451,Jeremy Hellickson,46155,4371,-4.55,4.52,4.18,4.13,101,5.5,4.04
435181,Jeremy Hermida,36858,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
456662,Jeremy Horst,53745,596,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502026,Jeremy Jeffress,50094,9490,1.83,2.81,2.83,2.99,94,4.2,2.7
489096,Jeremy McBryde,56072,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
543079,Jermaine Curtis,57769,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
425532,Jerome Williams,16637,1137,-12.82,4.77,4.16,4.09,108,4.62,4.03
460283,Jerry Blevins,47078,7841,1.68,4.87,2.74,3.25,86,2.95,2.93
543742,Jerry Sands,58630,4016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592145,Jesse Biddle,66931,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
445926,Jesse Chavez,47279,5448,3.83,3.45,3.92,3.67,98,4.41,3.64
430884,Jesse Crain,34226,4817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
534910,Jesse Hahn,68419,13287,0.29,3.07,3.38,3.59,103,3.66,3.73
542583,Jesus Aguilar,59871,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
435520,Jesus Flores,47634,4166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
461882,Jesus Guzman,45422,3118,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
524968,Jesus Montero,57472,5514,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
491696,Jesus Sucre,51184,5942,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
542908,Jett Bandy,69158,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
544727,Jeurys Familia,58905,5114,4.29,2.21,3.04,3.49,95,2.99,3.21
501697,Jhan Marinez,50946,5830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
500207,Jhonatan Solano,51556,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
425509,Jhonny Peralta,40963,1738,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
468504,Jhoulys Chacin,49925,2608,-2.72,5.4,4.79,4.53,115,4.15,4.77
451192,Jim Adduci,46943,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
449104,Jim Henderson,47758,6653,-1,7.15,4.6,2.39,86,6.94,2.1
462382,Jim Johnson,37595,3656,-20.46,7.09,5.11,4.72,120,6.32,4.33
461848,Jim Miller,45560,7458,-4.79,20.25,18.53,6.2,111,26.85,5.55
519076,Jimmy Nelson,65895,10547,-10.06,4.93,3.75,3.92,104,6.13,3.76
517370,Jimmy Paredes,57065,5481,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
276519,Jimmy Rollins,688,971,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
465657,Joakim Soria,46711,6941,1.21,3.25,2.12,2.73,73,2.65,2.32
593340,Joan Gregorio,67187,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
435078,Joaquin Arias,45382,3817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
276542,Joaquin Benoit,1250,1437,9.96,1.49,2.29,3.01,75,1.8,2.3
501955,Joba Chamberlain,55707,2692,2.8,3.57,3.19,3.35,91,3.17,3.13
592626,Joc Pederson,67072,11899,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
346847,Joe Beimel,703,979,4.81,2.2,4.2,4.17,116,4.22,4.09
430599,Joe Blanton,32842,4849,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
523260,Joe Kelly,59351,9761,-6.21,4.2,4.37,4.19,118,4.13,4.29
458155,Joe Martinez,48240,3935,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
408045,Joe Mauer,31759,1857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
150274,Joe Nathan,461,1122,-5.32,4.81,3.97,4.14,100,4.14,3.88
517451,Joe Ortiz,57046,7955,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605412,Joe Panik,69564,11936,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519110,Joe Paterson,57598,2565,-3.53,33.75,7.6,10.41,108,19.56,7.24
434578,Joe Saunders,42438,4366,-16.51,6.7,6.62,5.4,133,7.9,5.39
456045,Joe Savery,54995,2835,1.79,0,3.91,5.43,110,2.35,5.89
501925,Joe Smith,51129,3281,12.92,1.81,2.88,2.98,85,2.16,2.42
491159,Joe Thatcher,49580,4620,1.26,3.86,3.41,3.81,96,4.9,3.16
543921,Joe Wieland,58178,6109,-4,7.15,6.46,4.9,114,8.01,4.7
468528,Joel Carreno,49938,2746,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430629,Joel Hanrahan,31445,2186,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
407908,Joel Peralta,40962,2332,2.48,4.41,3.43,3.11,81,4.35,2.54
570257,Joely Rodriguez,66246,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
