"Name","Team","IP","RE24","ERA","ERA-","tERA","FIP","xFIP","xFIP-","SIERA","FIP-","playerid"
"David Robertson","Yankees","66.1","13.88","2.04","50","2.99","2.61","2.60","66","2.30","64","8241"
"Brandon Cumpton","Pirates","30.2","3.76","2.05","57","2.67","2.62","3.40","90","3.39","71","11366"
"Justin Wilson","Pirates","73.2","8.63","2.08","58","3.33","3.41","3.82","101","3.57","93","4301"
"Tom Layne","Padres","8.2","-0.82","2.08","59","6.53","5.59","5.03","134","4.54","150","7501"
"Mariano Rivera","Yankees","64.0","12.20","2.11","52","3.74","3.05","3.09","78","2.85","74","844"
"David Purcey","White Sox","25.1","1.20","2.13","53","4.49","4.51","5.15","130","4.58","110","8360"
"Nick Vincent","Padres","46.1","9.27","2.14","60","2.53","2.06","2.89","77","2.55","55","7555"
"Jose Dominguez","Dodgers","8.1","-1.78","2.16","60","4.44","3.53","5.33","142","4.88","94","11571"
"Bobby Parnell","Mets","50.0","3.46","2.16","61","2.85","2.33","3.05","81","2.83","62","9926"
"Santiago Casilla","Giants","50.0","12.78","2.16","63","3.60","3.67","4.24","113","4.11","104","2873"
"J.P. Howell","Dodgers","62.0","18.63","2.18","61","2.67","2.89","3.48","92","3.23","77","8245"
"Darren O'Day","Orioles","62.0","9.23","2.18","53","4.19","3.58","3.59","91","2.99","87","3321"
"Jose Fernandez","Marlins","172.2","27.96","2.19","59","3.22","2.73","3.08","82","3.15","75","11530"
"Sam Freeman","Cardinals","12.1","1.16","2.19","60","3.21","2.97","4.63","123","4.41","80","6832"
"Brad Ziegler","Diamondbacks","73.0","15.24","2.22","57","4.09","3.40","3.32","88","2.70","90","7293"
"Alex Colome","Rays","16.0","-2.37","2.25","58","5.50","5.05","4.87","123","4.95","130","6661"
"Vidal Nuno","Yankees","20.0","4.98","2.25","56","4.54","4.50","5.32","134","5.23","110","9674"
"Nick Christiani","Reds","4.0","0.71","2.25","59","7.74","8.05","6.85","182","6.21","208","10332"
"Hideki Okajima","Athletics","4.0","-1.14","2.25","58","10.34","7.30","5.76","145","5.82","186","7763"
"Matt Harvey","Mets","178.1","27.98","2.27","64","2.18","2.00","2.63","70","2.63","53","11713"
"Joe Smith","Indians","63.0","11.95","2.29","58","4.10","3.60","3.70","93","3.46","91","3281"
"Randy Choate","Cardinals","35.1","8.85","2.29","63","2.25","2.57","3.30","88","2.81","69","813"
"Glen Perkins","Twins","62.2","12.49","2.30","57","3.29","2.49","2.61","66","2.11","63","8041"
"Jenrry Mejia","Mets","27.1","1.14","2.30","65","2.98","2.46","2.31","61","2.42","65","8476"
"Paco Rodriguez","Dodgers","54.1","10.26","2.32","65","3.06","3.08","2.92","77","2.57","82","13398"
"Antonio Bastardo","Phillies","42.2","5.62","2.32","62","3.05","3.00","4.09","109","3.49","78","8844"
"Seth Maness","Cardinals","62.0","14.76","2.32","63","3.96","3.43","3.13","83","2.57","92","12235"
"Steve Cishek","Marlins","69.2","10.71","2.33","62","2.72","2.52","2.98","79","2.69","69","6483"
"J.J. Putz","Diamondbacks","34.1","4.93","2.36","61","4.10","3.83","3.39","90","3.24","102","1795"
"Drew Smyly","Tigers","76.0","18.39","2.37","59","2.49","2.31","2.99","76","2.57","58","11760"
"Jean Machi","Giants","53.0","0.53","2.38","69","2.52","2.29","2.78","74","2.54","65","3220"
"Tony Watson","Pirates","71.2","12.71","2.39","67","3.35","3.20","3.72","99","3.26","87","3132"
"Thad Weber","- - -","15.0","1.49","2.40","63","5.80","5.05","4.32","112","4.41","131","8036"
"Tyler Clippard","Nationals","71.0","11.77","2.41","64","3.53","3.82","4.02","107","3.21","103","5640"
"Cody Allen","Indians","70.1","3.01","2.43","61","3.65","2.99","3.27","83","2.74","76","12183"
"Dustin McGowan","Blue Jays","25.2","0.10","2.45","60","3.41","3.67","4.20","106","3.58","91","8600"
"Cesar Cabral","Yankees","3.2","0.81","2.45","61","4.49","1.41","1.78","45","1.41","35","6741"
"Aaron Loup","Blue Jays","69.1","9.65","2.47","61","3.61","3.32","3.31","84","2.74","83","10343"
"Scott Downs","- - -","43.1","1.91","2.49","67","3.81","3.09","3.30","84","3.08","82","773"
"Eric O'Flaherty","Braves","18.0","3.01","2.50","68","3.81","4.10","3.80","101","3.60","112","5746"
"Sergio Romo","Giants","60.1","2.58","2.54","73","3.24","2.85","3.20","85","2.87","81","9817"
"Ryan Cook","Athletics","67.1","0.63","2.54","65","2.87","2.74","3.71","94","3.27","70","8855"
"Aroldis Chapman","Reds","63.2","7.52","2.54","67","2.92","2.47","2.07","55","1.66","63","10233"
"Casey Janssen","Blue Jays","52.2","9.81","2.56","63","3.46","2.74","3.09","78","2.81","68","7355"
"Anibal Sanchez","Tigers","182.0","31.55","2.57","64","2.96","2.39","2.91","74","3.03","60","3284"
"Jason Frasor","Rangers","49.0","8.44","2.57","61","3.77","3.37","3.62","91","3.36","83","1906"
"Jake Diekman","Phillies","38.1","6.38","2.58","69","3.92","2.50","2.87","76","2.98","65","5003"
"Grant Balfour","Athletics","62.2","5.42","2.59","67","3.95","3.49","3.42","86","3.06","90","718"
"Chris Withrow","Dodgers","34.2","6.71","2.60","73","3.66","3.57","3.03","80","2.52","95","7161"
"Chad Qualls","Marlins","62.0","7.65","2.61","70","3.53","3.32","3.25","86","2.90","91","2170"
"Trevor Rosenthal","Cardinals","75.1","9.47","2.63","72","2.14","1.91","2.34","62","1.85","51","10745"
"Zack Greinke","Dodgers","177.2","18.82","2.63","74","3.88","3.23","3.45","91","3.60","86","1943"
"Andrew Miller","Red Sox","30.2","5.71","2.64","63","3.67","3.05","2.44","62","2.42","79","6785"
"Adam Ottavino","Rockies","78.1","10.01","2.64","60","4.36","3.15","3.54","94","3.31","77","1247"
"Bartolo Colon","Athletics","190.1","27.00","2.65","68","3.60","3.23","3.95","100","4.10","83","375"
"Sam LeCure","Reds","61.0","10.37","2.66","70","3.69","2.97","3.32","88","3.05","76","4664"
"Mike Dunn","Marlins","67.2","3.70","2.66","71","3.14","3.12","3.70","98","3.24","85","9948"
"Hisashi Iwakuma","Mariners","219.2","35.87","2.66","69","3.43","3.44","3.28","83","3.33","89","13048"
"Sonny Gray","Athletics","64.0","6.71","2.67","69","3.00","2.70","2.92","74","3.04","70","12768"
"Joe Kelly","Cardinals","124.0","17.76","2.69","73","4.49","4.01","4.19","111","4.24","108","9761"
"Brandon Kintzler","Brewers","77.0","13.48","2.69","69","3.68","2.54","2.93","78","2.74","65","9939"
"Simon Castro","White Sox","6.2","1.13","2.70","67","5.63","5.00","4.89","123","4.09","122","9243"
"Chad Jenkins","Blue Jays","33.1","4.03","2.70","67","4.70","3.95","4.25","107","4.34","98","10326"
"Jason Grilli","Pirates","50.0","6.41","2.70","75","2.45","1.97","2.21","58","1.71","53","521"
"Huston Street","Padres","56.2","4.59","2.70","76","5.21","4.92","4.00","106","3.56","132","8258"
"Jim Henderson","Brewers","60.0","11.71","2.70","70","4.76","3.58","3.31","88","2.75","91","6653"
"Francisco Rodriguez","- - -","46.2","7.38","2.70","67","4.57","3.65","3.04","80","2.65","91","1642"
"Luke Gregerson","Padres","66.1","3.16","2.71","76","2.90","2.70","3.37","89","2.96","72","4090"
"Blake Parker","Cubs","46.1","2.42","2.72","73","3.28","2.90","3.54","94","2.81","76","5224"
"Craig Stammen","Nationals","81.2","4.16","2.76","73","2.90","2.82","3.08","82","2.81","75","7274"
"Alex Cobb","Rays","143.1","16.63","2.76","72","3.87","3.36","3.02","76","3.18","87","6562"
"Brett Oberholtzer","Astros","71.2","8.85","2.76","69","4.19","3.65","4.27","108","4.24","91","3855"
"Arquimedes Caminero","Marlins","13.0","2.52","2.77","74","3.73","4.12","4.33","115","3.48","113","8992"
"Madison Bumgarner","Giants","201.1","24.23","2.77","80","2.94","3.05","3.32","88","3.33","86","5524"
"Michael Wacha","Cardinals","64.2","8.64","2.78","76","2.87","2.92","3.36","89","3.25","78","14078"
"Edward Mujica","Cardinals","64.2","9.99","2.78","76","3.63","3.71","3.53","94","3.17","100","3970"
"Vin Mazzaro","Pirates","73.2","9.22","2.81","78","3.56","3.31","4.00","106","3.76","90","5231"
"Tommy Hunter","Orioles","86.1","18.44","2.81","69","4.24","3.68","3.63","92","3.20","90","1157"
"Johnny Cueto","Reds","60.2","7.33","2.82","74","4.98","3.81","3.23","86","3.48","98","6893"
"Brett Cecil","Blue Jays","60.2","13.00","2.82","69","3.29","2.88","2.99","76","2.72","72","2660"
"Anthony Varvaro","Braves","73.1","4.56","2.82","77","4.42","3.47","4.19","111","4.14","95","2385"
"Yu Darvish","Rangers","209.2","32.72","2.83","67","3.82","3.28","2.84","72","2.76","80","13074"
"Jake Dunning","Giants","25.1","-0.22","2.84","82","5.60","4.47","4.20","112","3.99","127","10803"
"Dane de la Rosa","Angels","72.1","7.74","2.86","76","3.19","2.99","3.49","88","3.34","78","10095"
"J.J. Hoover","Reds","66.0","3.00","2.86","75","3.88","3.47","3.97","105","3.38","89","9037"
"Brad Boxberger","Padres","22.0","-0.34","2.86","81","4.34","4.41","3.94","105","3.75","119","10133"
"Cliff Lee","Phillies","222.2","28.27","2.87","77","3.46","2.82","2.78","74","2.83","73","1636"
"Alfredo Simon","Reds","87.2","12.43","2.87","75","4.34","3.96","4.22","112","3.77","102","2155"
"Max Scherzer","Tigers","214.1","34.29","2.90","72","2.91","2.74","3.16","80","2.91","69","3137"
"Will Harris","Diamondbacks","52.2","6.00","2.91","75","3.57","2.74","3.12","83","2.84","73","3192"
"Anthony Swarzak","Twins","96.0","10.86","2.91","72","3.66","3.28","3.81","96","3.54","83","7466"
"Yoervis Medina","Mariners","68.0","4.75","2.91","76","3.97","3.86","3.85","97","3.69","100","10498"
"Ryan Webb","Marlins","80.1","2.85","2.91","78","3.95","3.60","3.79","101","3.63","98","7474"
"Jonathan Papelbon","Phillies","61.2","5.18","2.92","78","3.07","3.05","3.51","93","2.97","79","5975"
"Tony Cingrani","Reds","104.2","6.72","2.92","77","4.18","3.78","3.49","93","3.31","97","12555"
"LaTroy Hawkins","Mets","70.2","2.84","2.93","83","3.66","3.06","3.12","83","2.96","81","729"
"Adam Wainwright","Cardinals","241.2","26.90","2.94","80","3.26","2.55","2.80","74","2.94","68","2233"
"Jim Johnson","Orioles","70.1","8.25","2.94","72","4.16","3.45","3.38","85","2.93","84","3656"
"Chad Billingsley","Dodgers","12.0","0.81","3.00","84","5.40","4.38","4.66","124","5.20","117","5842"
"Charles Brewer","Diamondbacks","6.0","-0.04","3.00","77","3.48","2.38","3.75","100","3.58","63","9155"
"Stephen Strasburg","Nationals","183.0","10.32","3.00","80","3.36","3.21","3.15","84","3.09","86","10131"
"Hyun-Jin Ryu","Dodgers","192.0","18.44","3.00","84","3.37","3.24","3.46","92","3.60","87","14444"
"Jose Veras","- - -","62.2","8.55","3.02","75","3.33","3.62","3.95","100","3.30","90","2063"
"Francisco Liriano","Pirates","161.0","15.69","3.02","84","3.64","2.92","3.12","83","3.43","79","3201"
"Sandy Rosario","Giants","41.2","2.96","3.02","88","4.56","3.65","4.58","122","4.70","103","1525"
"Robbie Ross","Rangers","62.1","6.56","3.03","71","4.76","3.18","3.39","86","3.13","78","6819"
"Luke Putkonen","Tigers","29.2","-0.77","3.03","75","3.26","3.82","3.45","87","3.05","96","6736"
"Felix Hernandez","Mariners","204.1","22.42","3.04","79","3.03","2.61","2.66","67","2.77","68","4772"
"Brad Hand","Marlins","20.2","2.25","3.05","82","4.45","4.02","4.21","112","4.24","110","9111"
"Chad Gaudin","Giants","97.0","5.30","3.06","89","3.65","3.34","4.00","106","3.92","94","1783"
"Shelby Miller","Cardinals","173.1","10.50","3.06","84","3.88","3.67","3.73","99","3.61","99","10197"
"Chris Sale","White Sox","214.1","20.01","3.07","76","3.72","3.17","2.95","75","2.89","78","10603"
"Andrew Cashner","Padres","175.0","9.30","3.09","87","3.52","3.35","3.62","96","3.73","90","8782"
"Jamey Wright","Rays","70.0","3.08","3.09","80","3.45","3.13","3.48","88","3.13","81","715"
"Ivan Nova","Yankees","139.1","19.26","3.10","77","4.03","3.47","3.68","93","3.58","85","1994"
"Travis Wood","Cubs","200.0","21.20","3.11","83","4.40","3.89","4.50","120","4.43","103","9884"
"Rafael Soriano","Nationals","66.2","6.46","3.11","83","4.42","3.65","4.05","107","3.71","98","1100"
"Alexi Ogando","Rangers","104.1","11.65","3.11","73","4.80","4.36","4.64","117","4.58","107","10261"
"Kris Medlen","Braves","197.0","6.21","3.11","84","4.35","3.48","3.55","94","3.68","95","9417"
"Erik Davis","Nationals","8.2","1.71","3.12","83","2.11","0.62","1.41","37","1.54","16","8422"
"Danny Salazar","Indians","52.0","6.74","3.12","78","3.88","3.16","2.75","70","2.72","80","5867"
"Matt Lindstrom","White Sox","60.2","0.90","3.12","77","3.34","3.15","3.87","98","3.62","77","4604"
"Alex Wood","Braves","77.2","0.96","3.13","85","3.36","2.65","3.18","84","3.31","72","13781"
"Josh Collmenter","Diamondbacks","92.0","12.34","3.13","80","3.83","3.47","4.06","108","3.57","92","7312"
"Sean Doolittle","Athletics","69.0","14.48","3.13","81","2.79","2.71","3.68","93","3.13","70","1581"
"Matt Albers","Indians","63.0","0.01","3.14","79","4.00","3.49","3.82","96","3.54","88","4300"
"James Shields","Royals","228.2","24.86","3.15","78","4.23","3.47","3.72","94","3.77","88","7059"
"Joe Savery","Phillies","20.0","0.67","3.15","84","4.08","3.95","4.46","119","4.41","103","2835"
"A.J. Ramos","Marlins","80.0","0.30","3.15","84","3.39","3.24","4.07","108","3.62","88","8350"
"Jerry Blevins","Athletics","60.0","1.03","3.15","81","3.77","3.88","4.25","107","3.56","99","7841"
"Tyler Chatwood","Rockies","111.1","10.38","3.15","72","5.09","3.66","4.00","106","4.13","90","4338"
"Junichi Tazawa","Red Sox","68.1","9.19","3.16","75","4.46","3.22","3.03","77","2.64","83","4079"
"Mat Latos","Reds","210.2","10.15","3.16","83","3.67","3.10","3.56","95","3.59","80","3815"
"Tyson Ross","Padres","125.0","7.93","3.17","89","3.01","3.20","3.43","91","3.33","86","7872"
"Josh Stinson","Orioles","17.0","3.07","3.18","77","5.97","5.40","3.71","94","3.39","131","3219"
"Daniel Webb","White Sox","11.1","2.63","3.18","78","3.12","2.34","3.19","80","3.05","57","10558"
"Cory Burns","Rangers","11.1","2.11","3.18","75","4.71","5.43","6.94","174","6.02","133","6620"
"Brad Brach","Padres","31.0","-5.35","3.19","90","4.52","4.14","4.43","118","4.13","111","6627"
"Julio Teheran","Braves","185.2","9.04","3.20","87","4.03","3.69","3.76","100","3.55","101","6797"
"Joe Thatcher","- - -","39.1","9.26","3.20","86","4.28","3.38","3.55","94","3.20","90","4620"
"Mike Minor","Braves","204.2","8.78","3.21","87","3.80","3.37","3.64","97","3.56","92","10021"
"Chris Archer","Rays","128.2","9.72","3.22","84","4.21","4.07","3.91","99","3.88","105","6345"
"Steve Delabar","Blue Jays","58.2","1.18","3.22","79","3.20","2.72","3.35","85","2.75","68","11827"
"Gerrit Cole","Pirates","117.1","7.92","3.22","90","3.74","2.91","3.14","83","3.34","79","13125"
"Marc Rzepczynski","- - -","30.2","0.91","3.23","87","3.50","3.37","3.55","91","3.00","87","6612"
"Boone Logan","Yankees","39.0","-0.32","3.23","80","3.72","3.82","2.71","69","2.36","93","5525"
"Will Smith","Royals","33.1","-0.22","3.24","80","3.46","3.53","2.50","63","1.98","90","8048"
"Bryan Shaw","Indians","75.0","7.49","3.24","82","3.88","3.07","3.58","90","3.31","78","8110"
"Ervin Santana","Royals","211.0","10.92","3.24","80","4.50","3.93","3.69","93","3.77","100","3200"
"Jordan Zimmermann","Nationals","213.1","17.19","3.25","86","3.91","3.36","3.48","92","3.60","90","4505"
"Erik Johnson","White Sox","27.2","-3.85","3.25","80","5.70","5.40","4.73","119","4.69","132","12520"
"Charlie Morton","Pirates","116.0","-3.89","3.26","91","3.79","3.60","3.69","98","3.45","98","4676"
"Jake Petricka","White Sox","19.1","-1.77","3.26","80","4.54","3.72","4.43","112","4.23","91","10534"
"Jered Weaver","Angels","154.1","17.20","3.27","86","4.05","3.82","4.31","109","4.14","100","4235"
"Bruce Chen","Royals","121.0","2.13","3.27","81","4.41","4.12","4.93","124","4.73","105","769"
"Luis Ayala","- - -","33.0","2.82","3.27","87","4.35","3.68","3.77","100","3.61","99","1650"
"Ross Ohlendorf","Nationals","60.1","3.68","3.28","87","4.37","4.03","3.95","105","3.84","108","8268"
"Matt Moore","Rays","150.1","10.90","3.29","85","3.88","3.95","4.32","109","4.24","102","1890"
"A.J. Burnett","Pirates","191.0","2.76","3.30","92","3.07","2.80","2.92","77","3.03","76","512"
"Ubaldo Jimenez","Indians","182.2","11.20","3.30","83","3.70","3.43","3.62","91","3.67","87","3374"
"Hiroki Kuroda","Yankees","201.1","17.08","3.31","82","4.27","3.56","3.60","91","3.72","87","3283"
"Dale Thayer","Padres","65.0","5.28","3.32","94","4.14","3.79","3.55","94","3.19","102","5032"
"Manny Parra","Reds","46.0","5.43","3.33","87","3.71","3.07","2.79","74","2.49","79","4279"
"David Price","Rays","186.2","14.38","3.33","86","3.42","3.03","3.27","82","3.36","78","3184"
"Fernando Abad","Nationals","37.2","0.18","3.35","89","3.60","3.26","3.97","105","3.50","87","4994"
"Jeanmar Gomez","Pirates","80.2","1.49","3.35","93","4.10","3.85","3.95","105","3.90","105","9033"
"Pat Neshek","Athletics","40.1","1.11","3.35","86","4.62","4.66","4.86","122","4.32","119","4682"
"Kyle Lohse","Brewers","198.2","15.40","3.35","87","4.79","4.08","4.03","107","4.16","104","739"
"Gio Gonzalez","Nationals","195.2","10.83","3.36","89","4.08","3.41","3.51","93","3.68","91","7448"
"Mike Leake","Reds","192.1","6.33","3.37","88","4.82","4.04","3.91","104","4.10","104","10130"
"Fernando Rodney","Rays","66.2","1.29","3.38","88","3.48","2.84","3.11","79","3.10","73","494"
"Rhiner Cruz","Astros","21.1","-1.14","3.38","84","5.46","5.16","6.12","154","5.52","128","711"
"Aaron Crow","Royals","48.0","-0.91","3.38","84","4.78","4.34","3.94","99","3.68","111","10149"
"Sean Henn","Mets","2.2","-0.87","3.38","96","11.25","10.55","7.72","206","7.81","281","2147"
"Nathan Eovaldi","Marlins","106.1","2.43","3.39","91","4.23","3.59","4.15","110","4.36","98","9132"
"Adam Warren","Yankees","77.0","5.98","3.39","84","4.99","4.32","3.98","100","3.77","105","9029"
"C.J. Wilson","Angels","212.1","10.00","3.39","90","3.93","3.51","3.93","99","4.01","92","3580"
"Joel Peralta","Rays","71.1","13.22","3.41","88","3.63","3.68","4.26","107","3.69","95","2332"
"Patrick Corbin","Diamondbacks","208.1","14.37","3.41","88","4.24","3.43","3.48","92","3.56","91","9323"
"Zack Wheeler","Mets","100.0","0.56","3.42","97","4.59","4.17","4.21","112","4.33","111","10310"
"Derek Holland","Rangers","213.0","12.61","3.42","81","4.33","3.44","3.68","93","3.74","84","4141"
"Carlos Torres","Mets","86.1","2.41","3.44","98","4.40","4.30","3.50","93","3.28","114","7624"
"Jordan Walden","Braves","47.0","5.10","3.45","94","2.75","2.81","3.51","93","2.78","77","3271"
"Justin Masterson","Indians","193.0","16.70","3.45","87","3.56","3.35","3.33","84","3.32","85","2038"
"Bruce Rondon","Tigers","28.2","0.85","3.45","85","3.86","3.01","3.20","81","3.09","76","5766"
"Bryan Morris","Pirates","65.0","3.97","3.46","96","5.05","4.89","4.34","115","4.19","134","10234"
"Justin Verlander","Tigers","218.1","15.71","3.46","86","3.84","3.28","3.67","92","3.61","82","8700"
"Burke Badenhop","Brewers","62.1","-2.30","3.47","90","4.50","3.53","3.40","90","3.32","90","9736"
"Jhoulys Chacin","Rockies","197.1","19.62","3.47","79","5.24","3.47","3.97","105","4.27","85","2608"
"Kevin Gregg","Cubs","62.0","1.50","3.48","93","4.82","4.10","4.38","116","4.06","108","1793"
"Homer Bailey","Reds","209.0","5.70","3.49","91","3.69","3.31","3.34","89","3.32","85","8362"
"Jorge de la Rosa","Rockies","167.2","13.89","3.49","79","5.74","3.76","4.08","108","4.37","93","2047"
"Jose Quintana","White Sox","200.0","6.11","3.51","86","4.15","3.82","3.86","97","3.85","93","11423"
"Jeff Locke","Pirates","166.1","4.18","3.52","98","4.45","4.03","4.19","111","4.47","110","2929"
"John Lackey","Red Sox","189.1","16.61","3.52","84","4.21","3.86","3.49","88","3.48","99","1507"
"Yordano Ventura","Royals","15.1","0.41","3.52","87","5.23","5.33","4.30","108","4.38","136","11855"
"Brian Matusz","Orioles","51.0","8.45","3.53","86","3.34","2.91","3.59","91","3.13","71","2646"
"Tim Collins","Royals","53.1","2.58","3.54","88","3.73","3.40","4.29","108","3.90","87","3164"
"Wade Miley","Diamondbacks","202.2","0.50","3.55","91","4.78","3.98","3.77","100","3.96","106","8779"
"Yusmeiro Petit","Giants","48.0","2.36","3.56","103","3.48","2.86","3.48","92","3.35","81","4020"
"Hector Santiago","White Sox","149.0","5.19","3.56","88","4.73","4.44","4.65","117","4.27","108","4026"
"Jaime Garcia","Cardinals","55.1","-1.58","3.58","98","3.55","3.72","3.27","87","3.26","100","8137"
"James Russell","Cubs","52.2","-0.75","3.59","96","4.10","4.45","4.77","127","4.23","118","4089"
"Wandy Rodriguez","Pirates","62.2","-0.50","3.59","100","4.42","4.42","4.00","106","3.88","121","2586"
"Henderson Alvarez","Marlins","102.2","-0.02","3.59","96","3.95","3.18","3.97","105","4.11","87","5669"
"Cole Hamels","Phillies","220.0","11.63","3.60","96","3.65","3.26","3.44","91","3.41","85","4972"
"Scott Baker","Cubs","15.0","0.69","3.60","96","5.36","5.65","5.51","147","5.77","149","6176"
"Taijuan Walker","Mariners","15.0","0.11","3.60","94","2.59","2.25","3.80","96","3.87","59","11836"
"Pedro Beato","Red Sox","10.0","0.08","3.60","86","4.11","4.25","5.68","143","4.83","109","1330"
"Dillon Gee","Mets","199.0","-1.63","3.62","103","4.09","4.00","4.07","108","4.07","106","7396"
"Martin Perez","Rangers","124.1","-0.22","3.62","85","5.04","4.23","4.04","102","4.17","104","6902"
"Taylor Jordan","Nationals","51.2","-1.59","3.66","97","4.03","3.49","3.80","101","3.79","94","10466"
"Doug Fister","Tigers","208.2","11.69","3.67","91","3.96","3.26","3.42","86","3.42","82","9425"
"Donovan Hand","Brewers","68.1","4.84","3.69","95","5.74","5.01","4.57","121","4.47","128","8728"
"Wesley Wright","- - -","53.2","-4.60","3.69","93","4.50","3.92","3.32","84","3.01","98","5960"
"Juan Perez","Blue Jays","31.2","1.58","3.69","91","3.62","3.71","3.39","85","3.14","92","2557"
"Troy Patton","Orioles","56.0","1.69","3.70","90","4.62","4.42","4.10","103","3.68","107","8368"
"Ricky Nolasco","- - -","199.1","-6.35","3.70","101","4.16","3.34","3.58","95","3.65","91","3830"
"Stephen Fife","Dodgers","58.1","-6.64","3.70","103","4.87","4.35","3.89","103","3.91","117","8077"
"Cesar Jimenez","Phillies","17.0","-1.02","3.71","99","4.11","4.46","5.62","150","5.10","116","3762"
"Vic Black","- - -","17.0","-2.04","3.71","105","3.77","3.46","4.70","125","3.84","92","9195"
"Robert Coello","Angels","17.0","2.79","3.71","98","3.61","2.52","3.28","83","2.86","66","1149"
"Scott Rice","Mets","51.0","5.64","3.71","105","3.79","3.40","3.82","101","3.80","90","2743"
"Chris Tillman","Orioles","206.1","15.48","3.71","90","5.09","4.42","3.88","98","3.88","107","5279"
"Jon Niese","Mets","143.0","-4.75","3.71","105","3.98","3.58","3.84","102","4.01","95","4424"
"Luis Garcia","Phillies","31.1","-2.72","3.73","100","5.39","5.12","4.92","131","4.98","134","6984"
"Michael Kohn","Angels","53.0","5.14","3.74","99","4.65","4.56","4.90","123","4.18","119","8505"
"Oliver Perez","Mariners","53.0","-2.85","3.74","97","3.32","3.26","3.36","85","2.75","84","1514"
"Jacob Turner","Marlins","118.0","-3.27","3.74","100","4.83","4.43","4.71","125","4.85","121","10185"
"Charlie Furbush","Mariners","65.0","-0.93","3.74","97","3.38","3.06","3.37","85","2.94","79","1370"
"Matt Thornton","- - -","43.1","-2.03","3.74","91","4.50","4.04","4.13","104","3.86","100","1918"
"Andy Pettitte","Yankees","185.1","5.08","3.74","92","4.50","3.70","3.88","98","4.06","90","840"
"Jeremy Affeldt","Giants","33.2","-4.86","3.74","108","5.35","4.44","4.48","119","4.32","126","583"
"Tim Stauffer","Padres","69.2","1.71","3.75","106","4.17","3.55","3.20","85","2.96","95","6432"
"Zach McAllister","Indians","134.1","-3.35","3.75","94","4.47","4.03","4.53","114","4.42","102","2895"
"Jon Lester","Red Sox","213.1","11.72","3.75","90","4.06","3.59","3.90","98","3.90","92","4930"
"Dan Jennings","Marlins","40.2","-0.52","3.76","101","3.04","2.68","3.60","96","3.39","73","8073"
"Andrew Bailey","Red Sox","28.2","4.17","3.77","90","5.37","4.76","3.20","81","2.59","122","1368"
"Josh Edgin","Mets","28.2","2.60","3.77","107","3.81","4.02","4.79","127","4.30","107","10796"
"Cory Gearrin","Braves","31.0","-0.88","3.77","102","5.41","4.34","4.42","118","4.20","118","7947"
"Miguel Gonzalez","Orioles","171.1","3.07","3.78","92","5.02","4.45","4.31","109","4.34","108","7024"
"Addison Reed","White Sox","71.1","1.83","3.79","93","3.50","3.17","3.77","95","3.18","78","10586"
"Bronson Arroyo","Reds","202.0","0.31","3.79","99","5.08","4.49","3.97","105","4.08","116","978"
"Neil Wagner","Blue Jays","38.0","0.32","3.79","93","5.49","4.13","3.53","89","3.43","103","8162"
"Ernesto Frieri","Angels","68.2","8.55","3.80","100","3.28","3.72","3.49","88","2.63","97","5178"
"Joakim Soria","Rangers","23.2","3.63","3.80","90","4.02","3.68","3.56","90","3.42","90","6941"
"Jared Burton","Twins","66.0","3.48","3.82","95","3.76","3.61","3.94","99","3.40","91","8346"
"Matt Garza","- - -","155.1","0.39","3.82","95","4.77","3.88","3.73","96","3.72","98","3340"
"A.J. Griffin","Athletics","200.0","3.92","3.82","98","4.42","4.55","4.18","105","3.94","116","11132"
"Samuel Deduno","Twins","108.0","3.26","3.83","95","4.76","4.04","4.06","102","4.05","102","5285"
"Corey Kluber","Indians","147.1","6.27","3.85","97","4.33","3.30","3.10","78","3.25","83","2429"
"Darren Oliver","Blue Jays","49.0","4.64","3.86","95","4.53","4.05","3.74","94","3.47","101","206"
"Joe Paterson","Diamondbacks","2.1","0.21","3.86","99","7.67","5.19","6.36","169","3.07","138","2565"
"Jose Ortega","Tigers","11.2","1.02","3.86","95","5.57","5.36","4.54","114","4.10","134","9651"
"Kelvin Herrera","Royals","58.1","0.76","3.86","96","3.76","3.70","2.86","72","2.50","94","6033"
"Justin De Fratus","Phillies","46.2","-1.46","3.86","103","5.09","4.01","4.35","116","4.04","104","4955"
"Drake Britton","Red Sox","21.0","0.64","3.86","92","4.12","3.05","3.53","89","3.45","79","2868"
"Scott Feldman","- - -","181.2","6.95","3.86","98","4.41","4.03","3.96","102","4.03","102","6283"
"Marco Estrada","Brewers","128.0","3.83","3.87","100","4.03","3.86","3.63","96","3.43","98","1118"
"Ryan Pressly","Twins","76.2","0.26","3.87","96","4.32","3.67","4.29","108","4.17","93","7005"
"Tom Gorzelanny","Brewers","85.1","0.17","3.90","101","4.31","3.94","3.64","97","3.49","100","6244"
"Rob Wooten","Brewers","27.2","-0.37","3.90","101","3.79","3.19","4.25","113","3.97","81","8532"
"Josh Zeid","Astros","27.2","4.82","3.90","97","5.06","4.13","3.81","96","3.67","103","6527"
"Casey Fien","Twins","62.0","8.78","3.92","97","3.41","3.16","2.71","68","2.21","80","3926"
"Jesse Chavez","Athletics","57.1","5.16","3.92","101","3.01","3.01","3.83","97","3.36","77","5448"
"Gonzalez Germen","Mets","34.1","-1.56","3.93","112","2.95","2.90","4.16","110","3.75","77","5876"
